device_count,rate,trial,UDP_old,UDP_new
100,36,9,14.904,1.625088
100,48,0,18.42,1.672192
100,48,1,18.228,1.907712
100,48,2,18.48,1.848832
100,48,3,18.276,1.919488
100,48,4,18.264,1.742848
100,48,5,18.204,1.860608
100,48,6,18.444,2.072576
100,48,7,18.528,1.695744
100,48,8,18.384,1.731072
100,48,9,18.48,1.919488
100,54,0,20.268,1.954816
100,54,1,20.16,2.0608
100,54,2,20.1,2.096128
100,54,3,20.352,2.072576
100,54,4,20.208,1.754624
100,54,5,20.208,2.025472
100,54,6,20.16,1.860608
100,54,7,20.196,1.872384
100,54,8,20.172,1.895936
100,54,9,19.848,2.284544
