device_count,6,9,12,18,24,36,48,54
2台,5.2744704,7.6449792,9.856512,13.905100800000001,17.351936,23.4071552,28.1104896,30.459801600000002
5台,4.6786048,6.824192,8.8779264,12.7675392,16.139008,22.3955968,27.525222399999997,30.2266368
10台,4.1675264,6.2024192000000005,8.060672,11.638220800000001,14.7777024,20.7858176,25.679923199999998,28.142284800000002
20台,3.7141504,5.4734848,7.206912,10.5289216,13.5329792,18.9664256,23.5614208,25.8695168
30台,3.3856,5.0836992,6.733516799999999,9.8777088,12.701593599999999,17.951334399999997,22.3579136,24.4387328
40台,3.1536128,4.788121599999999,6.3331328,9.315993599999999,12.1222144,16.9739264,21.298073600000002,23.451904
50台,2.9169152,4.530227200000001,6.023424,8.9285632,11.679436800000001,16.3957248,20.5585408,22.6723328
60台,2.743808,4.2676224000000005,5.7961472,8.5564416,11.1824896,15.823411199999999,19.875532800000002,21.838592
70台,2.608384,4.09216,5.581824,8.278528,10.6973184,15.420672,19.3738752,21.344
80台,2.4894464,3.94496,5.3274624,8.012390400000001,10.5077248,14.817740800000001,18.8168704,20.796416
90台,2.3893504,3.780096,5.190860799999999,7.8039552,10.135603199999998,14.6363904,18.324633600000002,20.307712
100台,2.2704128,3.6670464,5.0000896,7.5755007999999995,9.938944,14.1559296,17.8689024,19.9049728
